snapped_at,price,market_cap,total_volume
11/11/20,15278.70966,2.83242E+11,21918753733
11/12/20,15686.90599,2.91215E+11,23990613793
11/13/20,16265.14925,3.01529E+11,28001128791
11/14/20,16326.81488,3.02673E+11,24826304420
11/15/20,16095.56151,2.98291E+11,22096608221
11/16/20,15984.67378,2.96277E+11,19184714603
11/17/20,16714.40386,3.09858E+11,24606359052
11/18/20,17651.82043,3.27449E+11,31572384446
11/19/20,17829.93496,3.30792E+11,40089857655
11/20/20,17819.75743,3.30526E+11,30586797552
11/21/20,18628.81349,3.45552E+11,28731271104
11/22/20,18689.52866,3.46624E+11,31201880852
11/23/20,18390.61184,3.42078E+11,33010231294
11/24/20,18360.6933,3.40635E+11,33389683851
11/25/20,19091.52418,3.5421E+11,49429532567
11/26/20,18753.28892,3.48158E+11,32146102840
11/27/20,17138.02951,3.17999E+11,48738957777
11/28/20,17140.27555,3.18057E+11,30680336583
11/29/20,17718.97283,3.28813E+11,24501260966
11/30/20,18169.95421,3.36495E+11,23940328529
12/1/20,19609.52144,3.63928E+11,36160827241
12/2/20,18857.41737,3.49588E+11,38614628144
12/3/20,19208.39819,3.56518E+11,28923102075
12/4/20,19435.20485,3.60662E+11,24342606871
12/5/20,18711.22655,3.4785E+11,26369871383
12/6/20,19139.11158,3.55245E+11,23333284386
12/7/20,19325.55412,3.58762E+11,21832193873
12/8/20,19198.80649,3.56588E+11,22034483384
12/9/20,18336.51458,3.40435E+11,26799991796
12/10/20,18564.98646,3.44693E+11,29806757749
12/11/20,18262.05838,3.39715E+11,24092658534
12/12/20,18058.02734,3.35311E+11,26080197328
12/13/20,18807.0954,3.49236E+11,21918803314
12/14/20,19151.13442,3.55643E+11,23550581096
12/15/20,19259.97047,3.57681E+11,21638023120
12/16/20,19432.36246,3.60543E+11,24173322660
12/17/20,21317.66214,3.9618E+11,39062639738
12/18/20,22805.65581,4.23588E+11,60693764159
12/19/20,23120.57055,4.2946E+11,37000188847
12/20/20,23863.85484,4.43289E+11,35252972900
12/21/20,23518.31842,4.36893E+11,32907758818
12/22/20,22840.99171,4.2433E+11,38423396405
12/23/20,23794.7933,4.41753E+11,38733771616
12/24/20,23308.12723,4.33052E+11,42917744240
12/25/20,23760.28705,4.41615E+11,36826373659
12/26/20,24671.10771,4.58416E+11,36622874230
12/27/20,26476.13014,4.91979E+11,41995154623
12/28/20,26423.22879,4.93427E+11,56654980596
12/29/20,27125.38412,5.03712E+11,42186521237
12/30/20,27424.53895,5.0968E+11,38081840206
12/31/20,28837.28853,5.35967E+11,43341140482
1/1/21,29022.4184,5.39438E+11,43503516563
1/2/21,29352.12679,5.45593E+11,34089717988
1/3/21,32163.82494,5.97888E+11,57273436641
1/4/21,33008.2262,6.13617E+11,1.78894E+11
1/5/21,31515.57597,5.85726E+11,74657165356
1/6/21,34082.20605,6.33652E+11,67420500716
1/7/21,36933.52014,6.82744E+11,71027195898
1/8/21,39547.08408,7.3534E+11,78642959829
1/9/21,40815.96185,7.58971E+11,82846468856
1/10/21,40296.529,7.49347E+11,55921808672
1/11/21,38397.89599,7.14079E+11,73381123613
1/12/21,35669.90669,6.63381E+11,1.11692E+11
1/13/21,33938.33588,6.29752E+11,68954134557
1/14/21,37456.00773,6.96669E+11,65278944794
1/15/21,39232.74997,7.29751E+11,57519444622
1/16/21,36787.52122,6.84305E+11,63450740093
1/17/21,36254.71308,6.74661E+11,55054325262
1/18/21,35804.26389,6.72292E+11,50749258739
1/19/21,36595.46477,6.82647E+11,46769030147
1/20/21,36104.86386,6.71735E+11,51736994549
1/21/21,35587.4892,6.62434E+11,58406615612
1/22/21,30913.69574,5.75206E+11,69415314298
1/23/21,32957.90878,6.13271E+11,69549742252
1/24/21,32068.08737,5.96744E+11,43575409685
1/25/21,32273.51735,6.00595E+11,42810544126
1/26/21,32375.32006,6.02518E+11,50410553261
1/27/21,32582.10945,6.06574E+11,48489676580
1/28/21,30445.52587,5.66661E+11,51514291052
1/29/21,33128.34753,6.16625E+11,51075972572
1/30/21,34150.81877,6.35689E+11,97468515525
1/31/21,34199.51981,6.36625E+11,52001249491
2/1/21,33064.78677,6.15014E+11,42488649643
2/2/21,33405.99036,6.21908E+11,49268860243
2/3/21,35485.98593,6.60664E+11,50730704377
2/4/21,37494.71762,6.95795E+11,49762137494
2/5/21,36816.50808,6.86454E+11,54494811707
2/6/21,38007.83223,7.0632E+11,47446256482
2/7/21,39279.41287,7.32453E+11,57076868562
2/8/21,38833.34026,7.23435E+11,53802559039
2/9/21,46307.57412,8.62414E+11,86994225365
2/10/21,46569.56483,8.67165E+11,78828431117
2/11/21,44848.69345,8.39561E+11,70000356396
2/12/21,47815.96176,8.90629E+11,66187179919
2/13/21,47414.18626,8.80621E+11,61942185129
2/14/21,46941.29209,8.74425E+11,55312381649
2/15/21,48607.87452,9.05515E+11,57738376570
2/16/21,47898.48703,8.92345E+11,61061855794
2/17/21,49238.13691,9.1734E+11,64141133354
2/18/21,52143.67884,9.71517E+11,68478739131
2/19/21,51733.07554,9.63911E+11,58486508606
2/20/21,56038.72776,1.04419E+12,71397235197
2/21/21,56377.63348,1.05056E+12,77351787996
2/22/21,57669.30353,1.07538E+12,61223272211
2/23/21,54410.85629,1.01209E+12,1.01532E+11
2/24/21,48691.89483,9.04134E+11,1.1669E+11
2/25/21,49849.37871,9.29082E+11,73140585469
2/26/21,46992.66545,8.75884E+11,60355381276
2/27/21,46551.48748,8.69071E+11,74357197464
2/28/21,46653.5264,8.6965E+11,50989764249
3/1/21,44970.16346,8.38308E+11,59679588927
3/2/21,49787.33996,9.28147E+11,63218569172
3/3/21,48532.23679,9.05413E+11,53499537417
3/4/21,50577.45747,9.4297E+11,59212268141
3/5/21,48727.4512,9.08517E+11,60749587836
3/6/21,49091.81488,9.11379E+11,56568112294
3/7/21,49019.36859,9.16505E+11,41478786533
3/8/21,51313.09262,9.55041E+11,46146324828
3/9/21,52328.53591,9.74195E+11,53568946626
3/10/21,54700.27344,1.01898E+12,57418251743
3/11/21,56020.48772,1.04481E+12,63560545037
3/12/21,57788.8681,1.07784E+12,64605228618
3/13/21,57353.86147,1.06978E+12,59984971692
3/14/21,61315.19793,1.14519E+12,67332756651
3/15/21,59428.96757,1.11168E+12,48104078384
3/16/21,55805.32925,1.0492E+12,70594488700
3/17/21,56830.25334,1.06022E+12,63219904254
3/18/21,59014.92563,1.10103E+12,63368268626
3/19/21,57922.40959,1.08107E+12,58387006276
3/20/21,58243.27061,1.08674E+12,51948388931
3/21/21,58376.15847,1.09002E+12,54549112636
3/22/21,57573.53934,1.07436E+12,55664123838
3/23/21,54370.13756,1.02064E+12,62001716795
3/24/21,54584.86995,1.01764E+12,60383378707
3/25/21,52526.8666,9.82797E+11,73029051195
3/26/21,51416.9083,9.59155E+11,63401640503
3/27/21,55033.10048,1.02721E+12,55442557956
3/28/21,55832.41811,1.04218E+12,47285749219
3/29/21,55728.10133,1.03933E+12,49315845081
3/30/21,57634.92869,1.07594E+12,57387039705
3/31/21,58668.62834,1.09529E+12,52387542501
4/1/21,58817.37389,1.09813E+12,57495844478
4/2/21,58801.19484,1.09858E+12,54320681401
4/3/21,59060.02678,1.10313E+12,52224918752
4/4/21,57060.40665,1.0671E+12,52067853988
4/5/21,58228.80262,1.08734E+12,46156767978
4/6/21,58706.81559,1.0962E+12,54670173277
4/7/21,58062.17872,1.08434E+12,61497704158
4/8/21,56134.41739,1.05076E+12,67617613532
4/9/21,58065.64402,1.08336E+12,48714359354
4/10/21,58152.99326,1.08579E+12,45880879042
4/11/21,59979.39282,1.11622E+12,61788197399
4/12/21,59988.02096,1.12061E+12,46792500387
4/13/21,59911.02059,1.11853E+12,55994558889
4/14/21,63576.67604,1.18774E+12,71993120011
4/15/21,62807.12323,1.17341E+12,80157135508
4/16/21,63179.77245,1.17956E+12,60495376851
4/17/21,61497.29957,1.1496E+12,86260673270
4/18/21,60273.86668,1.12559E+12,63808212133
4/19/21,56288.94534,1.05362E+12,1.02066E+11
4/20/21,55721.16605,1.04315E+12,66156275210
4/21/21,56294.72856,1.05515E+12,68166802216
4/22/21,54190.07026,1.0127E+12,56115370322
4/23/21,51965.56643,9.71175E+11,77897442832
4/24/21,51191.1247,9.56744E+11,91138220375
4/25/21,50133.1074,9.37015E+11,49296256746
4/26/21,48981.44139,9.15534E+11,46233432154
4/27/21,53978.80555,1.00839E+12,60226926860
4/28/21,54991.81484,1.02762E+12,48468560013
4/29/21,54810.61385,1.02463E+12,48072930663
4/30/21,53596.70402,1.00197E+12,46958036373
5/1/21,57828.51181,1.08272E+12,53879045974
5/2/21,57812.96916,1.0809E+12,43967070046
5/3/21,56600.74529,1.05785E+12,39072664394
5/4/21,57200.3003,1.06957E+12,54132470274
5/5/21,53464.37022,9.99775E+11,71296763919
5/6/21,57432.10023,1.07097E+12,72158368258
5/7/21,56507.75944,1.0568E+12,87510802711
5/8/21,57361.56904,1.07283E+12,68154805947
5/9/21,58771.88169,1.09927E+12,66812167538
5/10/21,58213.92629,1.0889E+12,67906284081
5/11/21,55901.66759,1.04571E+12,76672978748
5/12/21,56928.97236,1.06499E+12,67726708141
5/13/21,50004.76218,9.35512E+11,75523928654
5/14/21,49972.7954,9.34965E+11,1.04204E+11
5/15/21,49913.26314,9.35963E+11,56820196965
5/16/21,46780.9023,8.75321E+11,62896879696
5/17/21,46585.06414,8.71696E+11,70636455914
5/18/21,43780.8256,8.19257E+11,84054878924
5/19/21,43091.04145,8.00545E+11,65037066859
5/20/21,37287.3914,6.97785E+11,1.41151E+11
5/21/21,40437.7301,7.59679E+11,95001812131
5/22/21,37339.6342,6.98763E+11,88706010988
5/23/21,37520.31768,7.02144E+11,61178935274
5/24/21,34977.5278,6.54559E+11,84358034876
5/25/21,38642.4423,7.23143E+11,71163197727
5/26/21,38210.80522,7.15249E+11,48724794158
5/27/21,39406.93424,7.37669E+11,47026386118
5/28/21,38642.89555,7.23137E+11,40836817156
5/29/21,35710.22094,6.68522E+11,49991590068
5/30/21,34775.07941,6.5424E+11,43184025045
5/31/21,35714.75202,6.68664E+11,30650274658
6/1/21,37340.67927,6.99139E+11,37950798680
6/2/21,36680.0682,6.88726E+11,33536905028
6/3/21,37685.71798,7.04531E+11,31240691604
6/4/21,39151.31618,7.33151E+11,33396718845
6/5/21,36938.72031,6.91747E+11,39345490149
6/6/21,35546.98596,6.62913E+11,34068172836
6/7/21,35834.47447,6.71131E+11,27689283071
6/8/21,33451.38341,6.26527E+11,33345528753
6/9/21,33557.15068,6.29019E+11,46727462986
6/10/21,37553.64376,7.05293E+11,54511387836
6/11/21,36903.30491,6.91682E+11,42952476855
6/12/21,37289.43252,6.98528E+11,36358044263
6/13/21,35666.14978,6.68149E+11,35710196743
6/14/21,39147.70568,7.33403E+11,38185633278
6/15/21,40624.51305,7.61104E+11,45836408439
6/16/21,40378.20255,7.56522E+11,36706248352
6/17/21,38321.45466,7.18016E+11,36563438890
6/18/21,38193.61914,7.15652E+11,36330237284
6/19/21,35881.11137,6.73762E+11,35162612173
6/20/21,35581.64227,6.66901E+11,28858979692
6/21/21,35787.07741,6.70634E+11,35609127164
6/22/21,31711.93547,5.98336E+11,51873870277
6/23/21,32507.73871,6.0658E+11,57443014758
6/24/21,33702.61779,6.31635E+11,39798236962
6/25/21,34675.44911,6.5034E+11,31862051544
6/26/21,31943.13647,5.98703E+11,38635245431
6/27/21,32023.9739,6.00235E+11,36873109420
6/28/21,34607.29327,6.49262E+11,34335452117
6/29/21,34556.84213,6.47741E+11,32453802891
6/30/21,35968.99367,6.74231E+11,35121257876
7/1/21,35171.4863,6.602E+11,31024153847
7/2/21,33677.56624,6.29864E+11,29129630236
7/3/21,33950.78656,6.33684E+11,25084046353
7/4/21,34729.89078,6.50382E+11,22986053605
7/5/21,35394.21307,6.63572E+11,22727930418
7/6/21,33928.13422,6.36062E+11,25894820185
7/7/21,34149.98981,6.40406E+11,26106856612
7/8/21,33932.25464,6.36247E+11,23692220470
7/9/21,32933.5782,6.17862E+11,29065577052
7/10/21,33971.29775,6.37E+11,24282108111
7/11/21,33704.53847,6.32186E+11,20558304484
7/12/21,34299.93802,6.43336E+11,17798828844
7/13/21,33262.65435,6.23351E+11,21683885321
7/14/21,32676.3838,6.13002E+11,19932531700
7/15/21,32878.50187,6.16691E+11,21779069066
7/16/21,31726.03883,5.95342E+11,21557729227
7/17/21,31399.65313,5.88495E+11,22671859963
7/18/21,31588.67135,5.92582E+11,17715455995
7/19/21,31919.39392,5.97872E+11,17742105808
7/20/21,30928.21191,5.80252E+11,20095540828
7/21/21,29971.90378,5.61743E+11,23000299062
7/22/21,32383.78113,6.05357E+11,29070652060
7/23/21,32409.49977,6.07622E+11,19741588059
7/24/21,33455.55127,6.27747E+11,22937379735
7/25/21,34213.59993,6.42013E+11,22120323672
7/26/21,35456.12466,6.64681E+11,20929083221
7/27/21,37281.91809,7.01921E+11,53550491998
7/28/21,39076.59377,7.32312E+11,36401287454
7/29/21,40031.19824,7.51371E+11,41369107423
7/30/21,39977.75694,7.50408E+11,28717414113
7/31/21,41936.26148,7.86532E+11,35530501783
8/1/21,41754.1666,7.84039E+11,28437941447
8/2/21,39914.82976,7.47404E+11,28555173662
8/3/21,39278.76651,7.3744E+11,28057528866
8/4/21,38368.35401,7.20835E+11,28422901237
8/5/21,39751.58458,7.47086E+11,27751046040
8/6/21,40825.38194,7.68416E+11,38527930905
8/7/21,42802.13717,8.03853E+11,40840608017
8/8/21,44647.5776,8.38457E+11,42725276705
8/9/21,43753.21786,8.21705E+11,39633218479
8/10/21,46311.0019,8.61863E+11,42726733998
8/11/21,45639.51402,8.54345E+11,35669862362
8/12/21,45652.06013,8.57661E+11,35679832771
8/13/21,44495.20979,8.36055E+11,35838614930
8/14/21,47717.27053,8.95084E+11,34320865037
8/15/21,47088.85313,8.86594E+11,33294851811
8/16/21,47025.00323,8.82888E+11,32863850458
8/17/21,46031.75754,8.66391E+11,34221605780
8/18/21,44534.45485,8.36777E+11,34488116651
8/19/21,45015.46555,8.47143E+11,34668999388
8/20/21,46745.03462,8.67651E+11,38434805723
8/21/21,49195.8786,9.23013E+11,36497089237
8/22/21,48933.68915,9.2075E+11,42147725293
8/23/21,49250.54487,9.2563E+11,27110183703
8/24/21,49518.57749,9.30729E+11,35800255386
8/25/21,47940.60791,9.0249E+11,38387146175
8/26/21,49002.70377,9.21328E+11,33517327124
8/27/21,47229.07065,8.87832E+11,33774857003
8/28/21,49083.10331,9.2297E+11,34607868773
8/29/21,48936.53725,9.20018E+11,28491785397
8/30/21,48907.27073,9.19515E+11,26244843558
8/31/21,47124.25422,8.85729E+11,32326073272
9/1/21,47335.4203,8.90015E+11,34868965959
9/2/21,48823.05521,9.18058E+11,39060601275
9/3/21,49338.78465,9.27323E+11,39362789535
9/4/21,49934.52828,9.37296E+11,42934455726
9/5/21,50013.02995,9.40539E+11,36985805207
9/6/21,51696.20643,9.71284E+11,31765191430
9/7/21,52739.80017,9.92869E+11,37532574717
9/8/21,46995.16417,8.81944E+11,64010507329
9/9/21,46085.02862,8.66886E+11,48151104381
9/10/21,46518.94119,8.76179E+11,38581092904
9/11/21,44802.6064,8.42223E+11,38051987740
9/12/21,45196.48828,8.49828E+11,34160277726
9/13/21,46195.2183,8.69123E+11,27585855039
9/14/21,45139.83397,8.48993E+11,40683028028
9/15/21,47135.432,8.86524E+11,38645575966
9/16/21,48186.53276,9.06728E+11,30037816650
9/17/21,47879.47344,9.00991E+11,31578783375
9/18/21,47228.65822,8.92585E+11,27731209179
9/19/21,48266.62707,9.07957E+11,27630476158
9/20/21,47371.03933,8.9156E+11,26163167369
9/21/21,42932.9466,8.05826E+11,41220025454
9/22/21,40386.62364,7.60802E+11,45940419565
9/23/21,43587.22305,8.20461E+11,36624234960
9/24/21,44980.89821,8.46616E+11,33594750550
9/25/21,42752.16815,8.09772E+11,42973070343
9/26/21,42856.85516,8.08279E+11,30898116660
9/27/21,43336.86123,8.25341E+11,30462815705
9/28/21,42247.35573,7.9489E+11,30483144439
9/29/21,41010.3752,7.75534E+11,29691944223
9/30/21,41587.66786,7.82626E+11,30068690312
10/1/21,43859.32615,8.27841E+11,30859918335
10/2/21,48181.87627,9.0693E+11,42089383190
10/3/21,47777.76202,9.00582E+11,29742127388
10/4/21,48282.97114,9.10331E+11,26034594562
10/5/21,49260.23232,9.27812E+11,32691763060
10/6/21,51668.99422,9.73041E+11,35480330025
10/7/21,55415.00574,1.04468E+12,48462388016
10/8/21,53894.59599,1.01525E+12,36549815857
10/9/21,54010.93747,1.01665E+12,33935485257
10/10/21,55125.46034,1.03852E+12,31927344846
10/11/21,54711.8696,1.03079E+12,38579271671
10/12/21,57572.51086,1.08474E+12,41913482915
10/13/21,56335.03546,1.06183E+12,40021384611
10/14/21,57487.98588,1.08337E+12,41216945749
10/15/21,57452.43179,1.0829E+12,35994603913
10/16/21,61809.02394,1.16478E+12,53653355008
10/17/21,61165.63564,1.15385E+12,35385452269
10/18/21,61583.77444,1.16065E+12,29625957542
10/19/21,62017.97273,1.17394E+12,39610183787
10/20/21,64517.64856,1.21758E+12,42550624869
10/21/21,66237.51755,1.25038E+12,40790757382
10/22/21,62541.08693,1.17893E+12,48709960686
10/23/21,61029.27093,1.15151E+12,40766460605
10/24/21,61572.14043,1.16117E+12,28505039148
10/25/21,61173.16639,1.15332E+12,29982535557
10/26/21,63228.21383,1.19213E+12,30852852368
10/27/21,60604.18889,1.1435E+12,33233702858
10/28/21,58641.00147,1.10575E+12,43976252157
10/29/21,60767.55585,1.14591E+12,52318597557
10/30/21,62283.19806,1.17805E+12,38648967245
10/31/21,61837.257,1.16642E+12,31810216330
11/1/21,61471.86846,1.15984E+12,32494948461
11/2/21,61121.8312,1.15283E+12,35834742028
11/3/21,63247.20896,1.18695E+12,37335066460
11/4/21,63130.94235,1.18705E+12,36561444797
11/5/21,61601.74357,1.1571E+12,33152275947
11/6/21,61247.38494,1.15453E+12,31182137448
11/7/21,61661.35866,1.16249E+12,31423601393
11/8/21,63153.23019,1.19163E+12,24877902990
11/9/21,67617.01554,1.2788E+12,1.05426E+11
11/10/21,67145.37494,1.26812E+12,41207912438
11/11/21,65061.05441,1.22168E+12,48648563669
11/12/21,65005.64516,1.22861E+12,35457583783
11/13/21,64432.04795,1.21593E+12,36872626218
11/14/21,64660.33535,1.2203E+12,29677693457
11/15/21,65648.97779,1.23902E+12,26088449437
11/16/21,63933.83544,1.20671E+12,32107212452
11/17/21,60448.56251,1.14191E+12,48978396011
11/18/21,60603.65587,1.13814E+12,39200729529
11/19/21,56987.32234,1.07576E+12,41828523862
11/20/21,58459.25552,1.10359E+12,37851259606
11/21/21,60082.91167,1.1343E+12,29676550712
11/22/21,59139.77928,1.12061E+12,25743426947
11/23/21,56386.85685,1.06462E+12,34001467919
11/24/21,57748.79317,1.09038E+12,36421192857
11/25/21,57198.18385,1.08004E+12,31695369988
11/26/21,58897.84698,1.11218E+12,33721097081
11/27/21,53827.79287,1.01649E+12,41325811946
11/28/21,54533.40388,1.03078E+12,28256851068
11/29/21,57237.66114,1.08098E+12,27659464987
11/30/21,57848.77354,1.09257E+12,30985196647
12/1/21,57011.28047,1.0768E+12,35723038604
12/2/21,57169.37199,1.07984E+12,49383073891
12/3/21,56508.26805,1.06741E+12,36296342257
12/4/21,53785.96717,1.01604E+12,39527112726
12/5/21,49161.99071,9.30097E+11,55941408415
12/6/21,49268.46989,9.32015E+11,32826574574
12/7/21,50461.57684,9.53397E+11,36126018722
12/8/21,50647.66341,9.56961E+11,30083305920
12/9/21,50530.45806,9.548E+11,26590164539
12/10/21,47885.87199,9.04878E+11,27269362515
12/11/21,47303.56415,8.9392E+11,29611257205
12/12/21,49242.30232,9.30604E+11,24619129767
12/13/21,50051.07835,9.45932E+11,19871029748
12/14/21,46696.3047,8.8257E+11,29628245402
12/15/21,48410.56466,9.15016E+11,30152105690
12/16/21,48936.86258,9.25006E+11,33782603071
12/17/21,47694.5305,9.01558E+11,24699414444
12/18/21,46328.69637,8.75783E+11,30617760444
12/19/21,46970.05705,8.87944E+11,23305069270
12/20/21,46807.04862,8.84906E+11,23002876886
12/21/21,47117.0082,8.90809E+11,29356191956
12/22/21,49145.21726,9.29204E+11,25764127608
12/23/21,48755.89564,9.21888E+11,21887790446
12/24/21,50900.61495,9.60809E+11,26419703745
12/25/21,50888.72104,9.62312E+11,22535489970
12/26/21,50663.4871,9.581E+11,17235296606
12/27/21,50852.86026,9.61724E+11,19632044502
12/28/21,50774.06781,9.60281E+11,22793878137
12/29/21,47725.14805,9.02656E+11,29538983233
12/30/21,46506.99465,8.74314E+11,26348739119
12/31/21,47191.86839,8.92649E+11,23753871435
1/1/22,46319.65109,8.76193E+11,25895349605
1/2/22,47816.07768,9.04552E+11,18904585811
1/3/22,47387.21217,8.97536E+11,33756128242
1/4/22,46531.14086,8.8033E+11,21890019532
1/5/22,45938.02427,8.76243E+11,24895990584
1/6/22,43647.14751,8.27723E+11,31837641246
1/7/22,43216.45868,8.19523E+11,26366602397
1/8/22,41527.19704,7.87736E+11,79685254648
1/9/22,41756.66232,7.92893E+11,23337017233
1/10/22,41862.36099,7.91649E+11,18016718174
1/11/22,41869.85906,7.92408E+11,27984634062
1/12/22,42777.21102,8.09622E+11,22813557398
1/13/22,43981.87733,8.3246E+11,28250302540
1/14/22,42608.41001,8.06511E+11,43905745871
1/15/22,43120.85451,8.16129E+11,20238314435
1/16/22,43226.65027,8.168E+11,14651008625
1/17/22,43119.79214,8.16326E+11,14452346389
1/18/22,42298.34112,8.00823E+11,17694929626
1/19/22,42395.45879,8.03962E+11,18897950050
1/20/22,41749.55143,7.90508E+11,19626113310
1/21/22,40707.68241,7.74236E+11,20930163211
1/22/22,36508.79979,6.92855E+11,38296960033
1/23/22,35180.43546,6.66221E+11,35517336417
1/24/22,36306.40944,6.87576E+11,22865032969
1/25/22,36774.00714,6.96465E+11,36385158449
1/26/22,36988.92851,7.00571E+11,46168918585
1/27/22,36870.44017,7.00166E+11,26756873750
1/28/22,37276.83956,7.02311E+11,22057410457
1/29/22,37852.57903,7.17027E+11,19214103304
1/30/22,38232.17873,7.22829E+11,14178650232
1/31/22,37983.1515,7.1957E+11,11807185114
2/1/22,38555.53446,7.27905E+11,17731563487
2/2/22,38835.69494,7.36102E+11,17109120250
2/3/22,37000.9825,7.00646E+11,16709908527
2/4/22,37101.35159,7.03003E+11,16136299995
2/5/22,41673.83955,7.77355E+11,25347215344
2/6/22,41493.69005,7.86295E+11,16752051696
2/7/22,42475.54322,8.04942E+11,13206494655
2/8/22,43910.92999,8.33393E+11,24171856714
2/9/22,44184.44751,8.37407E+11,29024977265
2/10/22,44383.88806,8.4134E+11,19780565063
2/11/22,43628.13953,8.26942E+11,27877618434
2/12/22,42445.38877,8.03707E+11,23279080010
2/13/22,42254.73812,7.99547E+11,15479727289
2/14/22,42247.83595,8.0206E+11,12146423251
2/15/22,42634.57378,8.08281E+11,18090873763
2/16/22,44574.32057,8.48321E+11,19801081789
2/17/22,44063.28198,8.36256E+11,16847003857
2/18/22,40562.98695,7.70097E+11,22270664615
2/19/22,40073.49536,7.59882E+11,20130002755
2/20/22,40192.75912,7.61447E+11,11735183838
2/21/22,38514.00854,7.30382E+11,15998424231
2/22/22,37059.9794,7.03004E+11,25174914104
2/23/22,38337.20386,7.27094E+11,22212181617
2/24/22,37372.29268,7.08829E+11,18507851468
2/25/22,38363.34549,7.27658E+11,40839699481
2/26/22,39316.16208,7.45763E+11,22579249142
2/27/22,39090.20215,7.41084E+11,14568201295
2/28/22,37803.59016,7.1762E+11,19424397946
3/1/22,43225.40468,8.19019E+11,30634280855
3/2/22,44459.59163,8.41254E+11,27880763034
3/3/22,43980.70738,8.34438E+11,25615956856
3/4/22,42491.97839,8.07455E+11,22366184129
3/5/22,39200.29974,7.4381E+11,25121267306
3/6/22,39463.14681,7.48197E+11,14818212145
3/7/22,38442.99175,7.29502E+11,16995562041
3/8/22,38076.49382,7.23199E+11,24596395439
3/9/22,38732.93701,7.35454E+11,22556397749
3/10/22,41986.03445,7.9685E+11,29211702119
3/11/22,39468.35477,7.49384E+11,27653455219
3/12/22,38775.17559,7.38268E+11,23624165275
3/13/22,38903.69355,7.38457E+11,12440826654
3/14/22,37852.52514,7.18551E+11,14461647576
3/15/22,39669.42381,7.51354E+11,21250969229
3/16/22,39331.84654,7.47642E+11,20768829818
3/17/22,41165.63506,7.79761E+11,34974203469
3/18/22,41001.70958,7.78474E+11,18861644943
3/19/22,41837.41314,7.94379E+11,30316128166
3/20/22,42201.93992,8.00888E+11,16580741572
3/21/22,41283.259,7.84054E+11,16856192302
3/22/22,41061.81589,7.79205E+11,21335882483
3/23/22,42401.8956,8.03937E+11,28688623151
3/24/22,42802.15471,8.10894E+11,21851891599
3/25/22,43936.09623,8.34251E+11,26212783704
3/26/22,44331.77796,8.42032E+11,26147756108
3/27/22,44510.84422,8.45235E+11,13676534294
3/28/22,46715.11762,8.87283E+11,22545392530
3/29/22,46994.87912,8.92748E+11,30051327357
3/30/22,47459.26124,9.0143E+11,26128040681
3/31/22,47063.36585,8.95356E+11,24497248306
4/1/22,45528.40715,8.6501E+11,27736469646
4/2/22,46270.20071,8.79144E+11,32948605532
4/3/22,45842.14476,8.7105E+11,24803837260
4/4/22,46434.56298,8.82347E+11,21510196790
4/5/22,46622.63571,8.85585E+11,28019309651
4/6/22,45635.45438,8.67247E+11,25474063862
4/7/22,43198.77527,8.20983E+11,34113818642
4/8/22,43515.15032,8.27033E+11,22960138784
4/9/22,42315.70972,8.04272E+11,24202906401
4/10/22,42796.39748,8.12734E+11,13949535312
4/11/22,42274.90737,8.03575E+11,14936318819
4/12/22,39603.96516,7.52681E+11,30168665078
4/13/22,40205.67794,7.64315E+11,27804694935
4/14/22,41205.16872,7.83561E+11,25453869986
4/15/22,39959.45707,7.59703E+11,22744792147
4/16/22,40586.59731,7.71667E+11,22053774554
4/17/22,40450.37931,7.7044E+11,15777789210
4/18/22,39739.11926,7.55627E+11,16627779442
4/19/22,40833.53797,7.76463E+11,30617039400
4/20/22,41498.12245,7.89142E+11,22717772925
4/21/22,41397.22048,7.87437E+11,24937668255
4/22/22,40528.54149,7.70787E+11,32131220616
4/23/22,39756.84899,7.56144E+11,46022063019
4/24/22,39561.78019,7.52414E+11,15010797472
4/25/22,39469.04986,7.52446E+11,16778683768
4/26/22,40488.87792,7.70112E+11,32883645914
4/27/22,38134.21545,7.25435E+11,31053018153
4/28/22,39237.94932,7.46473E+11,28170490246
4/29/22,39741.76665,7.56091E+11,31484572271
4/30/22,38650.55014,7.3583E+11,27758348826
5/1/22,37820.61177,7.19611E+11,20955789685
5/2/22,38537.65477,7.33295E+11,24857664487
5/3/22,38561.5654,7.33788E+11,29825308569
5/4/22,37758.49611,7.18542E+11,23070122642
5/5/22,39699.02404,7.55764E+11,31748901527
5/6/22,36612.22955,6.96021E+11,37402043366
5/7/22,36116.39429,6.87093E+11,32223287014
5/8/22,35573.3102,6.78702E+11,19130720395
5/9/22,34070.3122,6.48514E+11,30810576502
5/10/22,30269.58696,5.76198E+11,58369928594
5/11/22,31026.93387,5.90644E+11,54071363210
5/12/22,28913.48836,5.49294E+11,65985702702
5/13/22,29126.11598,5.55266E+11,61338080284
5/14/22,29310.72896,5.58053E+11,71541696924
5/15/22,30189.33318,5.73778E+11,25759546764
5/16/22,31319.30911,5.96346E+11,22948123704
5/17/22,29923.60699,5.69802E+11,28418179221
5/18/22,30502.19328,5.81273E+11,24964703224
5/19/22,28772.2005,5.47927E+11,26219431165
5/20/22,30382.40624,5.78678E+11,29190056577
5/21/22,29256.81337,5.57202E+11,25980877920
5/22/22,29491.50795,5.61696E+11,13561006428
