snapped_at,price,market_cap,total_volume
5/1/19,5292.803975,93534079556,16794865767
5/2/19,5354.5868,94579889910,14566414700
5/3/19,5450.70662,96389607752,16512618031
5/4/19,5731.4931,1.01176E+11,20006287572
5/5/19,5803.943309,1.02653E+11,19242843060
5/6/19,5749.32378,1.01765E+11,16184057012
5/7/19,5715.757136,1.01102E+11,16811224132
5/8/19,5841.053771,1.03982E+11,19408267639
5/9/19,5957.856733,1.05272E+11,16672412472
5/10/19,6168.268996,1.09284E+11,18401396126
5/11/19,6370.233759,1.12685E+11,20801839693
5/12/19,7258.261281,1.29324E+11,32480039430
5/13/19,6953.751389,1.22827E+11,31545333637
5/14/19,7805.981649,1.3809E+11,32078035931
5/15/19,7990.055554,1.41341E+11,35426123185
5/16/19,8192.223139,1.44616E+11,30893707828
5/17/19,7875.9132,1.39525E+11,35026947534
5/18/19,7343.371457,1.30123E+11,33030146386
5/19/19,7300.655158,1.2927E+11,22478772524
5/20/19,8168.73069,1.44598E+11,30747684364
5/21/19,7976.851713,1.4111E+11,28621475468
5/22/19,7958.365526,1.41017E+11,25314342979
5/23/19,7665.796854,1.35913E+11,24589881451
5/24/19,7861.812792,1.39495E+11,25345060243
5/25/19,7977.244882,1.41357E+11,27368459147
5/26/19,8037.627432,1.42301E+11,23978335158
5/27/19,8631.080578,1.52779E+11,29224396883
5/28/19,8816.033915,1.56352E+11,33136840741
5/29/19,8726.97811,1.54706E+11,27335990651
5/30/19,8650.677406,1.53191E+11,28214892247
5/31/19,8310.891063,1.47529E+11,33295240431
6/1/19,8575.646353,1.52037E+11,30329343189
6/2/19,8554.261728,1.51754E+11,26683797990
6/3/19,8743.705469,1.55009E+11,25133975363
6/4/19,8173.632762,1.45118E+11,24486741553
6/5/19,7683.636261,1.36046E+11,25442100900
6/6/19,7812.448855,1.38591E+11,24641673547
6/7/19,7821.123897,1.38817E+11,24560046378
6/8/19,8036.108159,1.4281E+11,23629265497
6/9/19,7942.539284,1.40991E+11,19829877311
6/10/19,7668.029628,1.36055E+11,20152037018
6/11/19,8002.729983,1.41925E+11,21741587788
6/12/19,7897.975477,1.40221E+11,21017248550
6/13/19,8145.059098,1.4441E+11,22181532883
6/14/19,8227.625726,1.45982E+11,22919390184
6/15/19,8671.505389,1.54449E+11,23291543613
6/16/19,8818.609507,1.56572E+11,21892878337
6/17/19,8978.772588,1.59991E+11,27305637341
6/18/19,9312.868295,1.65479E+11,27464356714
6/19/19,9094.021746,1.61689E+11,25029522787
6/20/19,9285.928674,1.64856E+11,22298101529
6/21/19,9548.314565,1.69961E+11,24707058599
6/22/19,10118.35946,1.79687E+11,28580960083
6/23/19,10704.92215,1.90272E+11,40190146697
6/24/19,10846.1251,1.93006E+11,29108428088
6/25/19,11045.55042,1.96225E+11,27529761441
6/26/19,11808.4199,2.09907E+11,33544426408
6/27/19,12996.12434,2.31105E+11,56948964491
6/28/19,11178.683,1.98805E+11,49628524363
6/29/19,12352.19687,2.197E+11,44872003181
6/30/19,11972.55567,2.13021E+11,37724824507
7/1/19,10888.09718,1.93705E+11,34920211165
7/2/19,10639.04629,1.89076E+11,37463414437
7/3/19,10822.76418,1.91742E+11,39264695559
7/4/19,11975.63739,2.1314E+11,39944515602
7/5/19,11229.60562,1.99869E+11,32487315000
7/6/19,10987.24886,1.95515E+11,31349147297
7/7/19,11279.47638,2.00989E+11,28013279881
7/8/19,11436.43075,2.03441E+11,25828700447
7/9/19,12260.2827,2.17909E+11,30917398836
7/10/19,12544.16726,2.23083E+11,35885342263
7/11/19,12166.39829,2.16918E+11,42163626088
7/12/19,11385.06049,2.02244E+11,37061858273
7/13/19,11804.56279,2.10058E+11,30078548880
7/14/19,11418.51186,2.02979E+11,28485045772
7/15/19,10285.46111,1.83266E+11,29857566851
7/16/19,10911.34516,1.95225E+11,37553147017
7/17/19,9538.827124,1.701E+11,34409824869
7/18/19,9657.303101,1.72237E+11,33328381505
7/19/19,10636.15573,1.89589E+11,34034952895
7/20/19,10536.56585,1.87719E+11,28858600368
7/21/19,10774.28114,1.9084E+11,26163874235
7/22/19,10607.46356,1.89302E+11,22814710058
7/23/19,10343.31814,1.84583E+11,21903683695
7/24/19,9936.380762,1.7706E+11,22986552398
7/25/19,9799.306313,1.75299E+11,33861034799
7/26/19,9878.231933,1.76569E+11,21622492404
7/27/19,9845.999447,1.75634E+11,19942172081
7/28/19,9447.678401,1.68473E+11,21257664351
7/29/19,9534.755427,1.70326E+11,18649152593
7/30/19,9510.593552,1.69247E+11,18424113910
7/31/19,9568.437452,1.70791E+11,20138691741
8/1/19,10062.99629,1.79525E+11,22957330876
8/2/19,10361.312,1.85026E+11,23668036460
8/3/19,10529.17191,1.87994E+11,24128945575
8/4/19,10791.20052,1.92658E+11,22296222953
8/5/19,10951.59383,1.95575E+11,23160251365
8/6/19,11818.52553,2.10831E+11,30944497414
8/7/19,11510.16415,2.04494E+11,31588470768
8/8/19,11970.65756,2.13446E+11,30083670252
8/9/19,12024.33157,2.14024E+11,26678574728
8/10/19,11852.56161,2.11776E+11,26240065035
8/11/19,11327.84264,2.02568E+11,24949094387
8/12/19,11549.99835,2.06323E+11,23042219585
8/13/19,11381.24136,2.03439E+11,19933740546
8/14/19,10903.65499,1.94717E+11,22886684528
8/15/19,10016.21739,1.78692E+11,26620934498
8/16/19,10295.87714,1.83808E+11,31003755662
8/17/19,10324.9936,1.84635E+11,28168163141
8/18/19,10224.21871,1.82893E+11,20998246407
8/19/19,10309.87244,1.84381E+11,19708814223
8/20/19,10895.97184,1.94884E+11,22097997942
8/21/19,10743.78931,1.92182E+11,19460170323
8/22/19,10124.05821,1.81095E+11,22757336326
8/23/19,10127.78986,1.81312E+11,20144228964
8/24/19,10385.50909,1.87878E+11,18313019853
8/25/19,10145.01248,1.81764E+11,21187546608
8/26/19,10090.06158,1.80491E+11,17899166778
8/27/19,10334.91185,1.8499E+11,23392461463
8/28/19,10167.88939,1.81891E+11,20937236587
8/29/19,9753.487049,1.74175E+11,22948105442
8/30/19,9485.141424,1.69826E+11,20461661030
8/31/19,9588.987502,1.71703E+11,16388578394
9/1/19,9607.289264,1.72069E+11,15364904439
9/2/19,9729.266232,1.74169E+11,15003447441
9/3/19,10323.02266,1.84367E+11,20258697359
9/4/19,10620.16519,1.90298E+11,23588848898
9/5/19,10573.51518,1.89378E+11,21198071665
9/6/19,10570.24994,1.89355E+11,18952591605
9/7/19,10350.74833,1.85513E+11,23555216964
9/8/19,10461.54773,1.8749E+11,18658457494
9/9/19,10404.3339,1.86488E+11,16804085431
9/10/19,10321.93161,1.85102E+11,21012460994
9/11/19,10121.1023,1.81229E+11,17425806761
9/12/19,10150.71002,1.82006E+11,19989784061
9/13/19,10401.31992,1.8649E+11,17986804177
9/14/19,10355.6269,1.85791E+11,16650634276
9/15/19,10349.55196,1.8571E+11,16529697331
9/16/19,10305.67502,1.84861E+11,13781855194
9/17/19,10268.4217,1.84217E+11,17580630288
9/18/19,10203.07105,1.83148E+11,17279102873
9/19/19,10158.85452,1.82305E+11,18848349198
9/20/19,10253.23237,1.83793E+11,23532550738
9/21/19,10178.44257,1.82621E+11,17281137872
9/22/19,9997.199888,1.79542E+11,15973816316
9/23/19,10041.3042,1.80262E+11,16268084727
9/24/19,9699.504938,1.74073E+11,17797331462
9/25/19,8702.713528,1.58226E+11,27762368999
9/26/19,8446.244116,1.51969E+11,25000732108
9/27/19,8098.80982,1.45451E+11,22627889544
9/28/19,8183.482348,1.47035E+11,19755414533
9/29/19,8225.110372,1.47519E+11,17936691398
9/30/19,8064.380983,1.44886E+11,16673592220
10/1/19,8271.290855,1.48699E+11,21681424235
10/2/19,8366.503906,1.50347E+11,17832872037
10/3/19,8350.132163,1.50094E+11,17676173879
10/4/19,8176.354679,1.46959E+11,17383555314
10/5/19,8156.519554,1.46604E+11,16931274118
10/6/19,8140.242484,1.46327E+11,16751341178
10/7/19,7890.23435,1.41847E+11,16860212059
10/8/19,8182.251593,1.47113E+11,21702135919
10/9/19,8180.69113,1.47101E+11,19349468269
10/10/19,8573.060086,1.54173E+11,21622617283
10/11/19,8561.519329,1.53975E+11,21307956537
10/12/19,8277.848351,1.48684E+11,22522161254
10/13/19,8308.470967,1.49461E+11,18009645881
10/14/19,8289.497237,1.49296E+11,17006193532
10/15/19,8347.35035,1.50188E+11,17384052861
10/16/19,8175.863112,1.47133E+11,17879549109
10/17/19,8010.30218,1.44154E+11,18700096465
10/18/19,8079.931459,1.45395E+11,17154383747
10/19/19,7957.314094,1.43241E+11,18867966948
10/20/19,7949.802269,1.43017E+11,16704267725
10/21/19,8208.362622,1.47845E+11,18477598770
10/22/19,8220.918531,1.47972E+11,17608633116
10/23/19,8045.294247,1.44779E+11,19789278104
10/24/19,7468.532532,1.34534E+11,23372887463
10/25/19,7433.915346,1.33881E+11,18827850067
10/26/19,8652.03003,1.55392E+11,33573878836
10/27/19,9217.236032,1.66118E+11,49973845767
10/28/19,9502.020114,1.71192E+11,38396780064
10/29/19,9239.897284,1.66075E+11,36102429175
10/30/19,9407.163351,1.69553E+11,32395177165
10/31/19,9171.874474,1.65289E+11,30846909824
11/1/19,9151.824594,1.65198E+11,30452200168
11/2/19,9233.413802,1.66429E+11,28239184319
11/3/19,9302.834618,1.67702E+11,24723381192
11/4/19,9204.28635,1.66118E+11,24204135433
11/5/19,9378.953914,1.69099E+11,30915689706
11/6/19,9300.373963,1.67676E+11,30247351916
11/7/19,9340.048652,1.68462E+11,28787468130
11/8/19,9221.073785,1.66326E+11,27099310470
11/9/19,8795.896069,1.58619E+11,30263888375
11/10/19,8809.783674,1.5905E+11,22726115539
11/11/19,9043.673292,1.62997E+11,24973742613
11/12/19,8729.917418,1.5776E+11,24569575080
11/13/19,8806.751999,1.58722E+11,25677565876
11/14/19,8770.780825,1.58381E+11,22919706604
11/15/19,8652.025288,1.56231E+11,24149531742
11/16/19,8480.435542,1.52926E+11,27102692385
11/17/19,8496.376959,1.53343E+11,21153024163
11/18/19,8508.499434,1.53491E+11,22808991915
11/19/19,8202.834446,1.4809E+11,25563738776
11/20/19,8138.831605,1.46797E+11,24993518394
11/21/19,8095.865638,1.46174E+11,23442272035
11/22/19,7632.494765,1.37742E+11,26390689050
11/23/19,7293.013949,1.31796E+11,39111609334
11/24/19,7309.689244,1.32154E+11,23984198665
11/25/19,6935.738627,1.26056E+11,25073885715
11/26/19,7118.264883,1.28443E+11,34693320000
11/27/19,7157.684731,1.29551E+11,25650766568
11/28/19,7483.754192,1.35281E+11,28972696169
11/29/19,7438.621769,1.3454E+11,22282583661
11/30/19,7720.865011,1.39586E+11,23595242634
12/1/19,7556.397586,1.3662E+11,19070509165
12/2/19,7405.808479,1.33807E+11,22892863740
12/3/19,7308.982444,1.32187E+11,19403364523
12/4/19,7286.080952,1.3192E+11,17246866851
12/5/19,7209.971417,1.30708E+11,24794733347
12/6/19,7373.782499,1.33644E+11,22344057774
12/7/19,7530.92283,1.35764E+11,20930338572
12/8/19,7493.545155,1.35656E+11,17579259211
12/9/19,7508.315669,1.35887E+11,17330633418
12/10/19,7347.036951,1.33092E+11,19646929699
12/11/19,7233.950487,1.3097E+11,19546221322
12/12/19,7197.426826,1.30243E+11,18016936696
12/13/19,7200.707018,1.3049E+11,19829801018
12/14/19,7247.350277,1.31188E+11,18535665729
12/15/19,7081.740255,1.28114E+11,19497758114
12/16/19,7108.563022,1.28887E+11,18896096612
12/17/19,6901.036915,1.24985E+11,22208927989
12/18/19,6627.162515,1.19932E+11,26481385709
12/19/19,7274.768504,1.3123E+11,57308255784
12/20/19,7152.558692,1.29499E+11,23539013331
12/21/19,7185.43918,1.30123E+11,22483207164
12/22/19,7141.554857,1.29342E+11,18632480433
12/23/19,7488.196175,1.35086E+11,24325792144
12/24/19,7335.207616,1.32932E+11,30235862119
12/25/19,7266.608197,1.31358E+11,26519710985
12/26/19,7204.184876,1.30644E+11,23546783551
12/27/19,7208.489308,1.30769E+11,24771695136
12/28/19,7247.623712,1.3135E+11,25893684880
12/29/19,7307.887523,1.32568E+11,21437778062
12/30/19,7394.029286,1.33998E+11,22035194451
12/31/19,7240.428912,1.31378E+11,22320671264
1/1/20,7195.153895,1.30394E+11,21187883711
1/2/20,7193.754668,1.30423E+11,18123516839
1/3/20,6963.853354,1.26281E+11,20313194628
1/4/20,7300.346935,1.32766E+11,31015776262
1/5/20,7351.377053,1.33475E+11,20611640058
1/6/20,7349.972248,1.33389E+11,21929224571
1/7/20,7734.675516,1.40557E+11,28148518762
1/8/20,8147.415238,1.47799E+11,34823187724
1/9/20,8045.789125,1.4609E+11,39971512000
1/10/20,7832.795644,1.41914E+11,29276053441
1/11/20,8180.51317,1.4688E+11,35777298156
1/12/20,8012.085782,1.45562E+11,31504583511
1/13/20,8171.401185,1.48204E+11,27533390876
1/14/20,8110.647965,1.47446E+11,27962176781
1/15/20,8801.871213,1.59481E+11,55384169406
1/16/20,8820.850106,1.59961E+11,48160401007
1/17/20,8720.919501,1.58413E+11,36462155571
1/18/20,8902.568995,1.61849E+11,41671910798
1/19/20,8906.902675,1.61824E+11,36801813632
1/20/20,8690.38057,1.57906E+11,39242297096
1/21/20,8631.253954,1.56848E+11,29527689343
1/22/20,8724.818623,1.58565E+11,27057681780
1/23/20,8665.436914,1.57503E+11,25628542095
1/24/20,8415.956027,1.52985E+11,30696020541
1/25/20,8432.096676,1.53294E+11,30691734305
1/26/20,8348.665665,1.51794E+11,26582198966
1/27/20,8595.728298,1.56302E+11,30241155463
1/28/20,8879.335549,1.61474E+11,39661537340
1/29/20,9320.805854,1.69518E+11,49812761504
1/30/20,9276.893821,1.68738E+11,47273353144
1/31/20,9509.805136,1.72993E+11,51037775415
2/1/20,9308.060286,1.6934E+11,50102814006
2/2/20,9363.224207,1.70361E+11,48307978234
2/3/20,9338.416632,1.69927E+11,55025402184
2/4/20,9308.912702,1.69407E+11,56824765308
2/5/20,9179.959281,1.67075E+11,55377658456
2/6/20,9592.183874,1.74597E+11,65675565621
2/7/20,9744.636578,1.77388E+11,71141695218
2/8/20,9799.448456,1.78415E+11,69495711756
2/9/20,9890.701658,1.80082E+11,71561797135
2/10/20,10148.37972,1.84792E+11,78110955305
2/11/20,9890.121224,1.80146E+11,81406687324
2/12/20,10226.92577,1.86263E+11,38930644712
2/13/20,10328.89757,1.88133E+11,45456624048
2/14/20,10221.26031,1.8619E+11,54151236618
2/15/20,10320.15714,1.8768E+11,50206573483
2/16/20,9894.136124,1.80266E+11,51460340289
2/17/20,9943.673603,1.81221E+11,42364906261
2/18/20,9723.605026,1.76548E+11,48517591137
2/19/20,10133.81742,1.84918E+11,54648014950
2/20/20,9618.409248,1.75313E+11,50502739124
2/21/20,9608.169181,1.74871E+11,53579139401
2/22/20,9673.0118,1.76702E+11,37678167401
2/23/20,9658.606058,1.76097E+11,32555342237
2/24/20,9946.716123,1.81368E+11,38743680759
2/25/20,9670.960806,1.75872E+11,41928789500
2/26/20,9345.342702,1.70479E+11,39441760776
2/27/20,8801.657129,1.60732E+11,45140119230
2/28/20,8781.175282,1.6015E+11,43045469001
2/29/20,8717.331431,1.5903E+11,41297721067
3/1/20,8552.989119,1.56047E+11,33291626663
3/2/20,8567.802249,1.55934E+11,34310775733
3/3/20,8905.876104,1.62522E+11,59776629743
3/4/20,8756.718577,1.59817E+11,68336042797
3/5/20,8758.646993,1.5987E+11,38832067217
3/6/20,9038.870323,1.6507E+11,38122635173
3/7/20,9135.845066,1.66791E+11,41388087588
3/8/20,8902.20195,1.62543E+11,36764763103
3/9/20,8041.365538,1.47077E+11,39132209138
3/10/20,7921.332007,1.44664E+11,45678665163
3/11/20,7906.731529,1.44411E+11,40882213634
3/12/20,7935.52204,1.44948E+11,38689036553
3/13/20,5142.990459,93092131087,50009548492
3/14/20,5542.819542,1.01263E+11,74329688818
3/15/20,5214.189112,95216478865,36054625747
3/16/20,5397.933357,98632587514,32985693210
3/17/20,5032.501351,91962797384,44034438468
3/18/20,5389.415775,98079756007,36007089254
3/19/20,5376.280748,98259998309,37618067230
3/20/20,6170.2006,1.12778E+11,48056214948
3/21/20,6195.603505,1.1303E+11,50936770688
3/22/20,6145.770891,1.1235E+11,40189198131
3/23/20,5859.64743,1.07129E+11,37255748385
3/24/20,6456.347486,1.18047E+11,45578824448
3/25/20,6730.173782,1.23064E+11,45846522059
3/26/20,6695.900618,1.22445E+11,42082295491
3/27/20,6765.562079,1.23733E+11,34840544710
3/28/20,6397.826328,1.1702E+11,32910551599
3/29/20,6255.000399,1.14172E+11,35231848359
3/30/20,5915.337155,1.08552E+11,25923471292
3/31/20,6403.141236,1.17152E+11,34907149978
4/1/20,6421.705414,1.1775E+11,32287674952
4/2/20,6640.797666,1.20922E+11,35886963978
4/3/20,6807.897018,1.2472E+11,47638672294
4/4/20,6732.852018,1.23234E+11,39867535857
4/5/20,6859.424924,1.25564E+11,35009177102
4/6/20,6788.048273,1.24272E+11,31885662165
4/7/20,7297.635558,1.33485E+11,45370138561
4/8/20,7196.782202,1.31782E+11,43386074291
4/9/20,7342.291601,1.34519E+11,38922547593
4/10/20,7294.488875,1.33599E+11,34921486435
4/11/20,6864.694257,1.25741E+11,37828011011
4/12/20,6878.781213,1.25981E+11,30280054180
4/13/20,6913.158787,1.26655E+11,34544392366
4/14/20,6857.538538,1.25651E+11,38062368291
4/15/20,6860.178536,1.25714E+11,33837365577
4/16/20,6629.431738,1.21499E+11,29692916171
4/17/20,7059.926225,1.29403E+11,45752002264
4/18/20,7035.261504,1.28962E+11,31701906840
4/19/20,7242.510929,1.32775E+11,30035235468
4/20/20,7127.51195,1.30681E+11,29714765522
4/21/20,6856.456278,1.25725E+11,35276609104
4/22/20,6842.038598,1.25473E+11,30093303601
4/23/20,7109.995291,1.30399E+11,30819547915
4/24/20,7382.793144,1.35415E+11,41032858925
4/25/20,7495.393587,1.37494E+11,33233126913
4/26/20,7538.557687,1.38298E+11,31610167152
4/27/20,7683.867415,1.40977E+11,33760863612
4/28/20,7774.281554,1.4265E+11,35205525352
4/29/20,7758.230255,1.4237E+11,32855687797
4/30/20,8744.430287,1.60484E+11,60399592066
5/1/20,8610.635804,1.58043E+11,65838312160
5/2/20,8824.818414,1.61989E+11,44773967198
5/3/20,8966.307015,1.64603E+11,39177855720
5/4/20,8888.671913,1.63037E+11,45617019157
5/5/20,8884.407814,1.62341E+11,44698213713
5/6/20,9003.240558,1.65336E+11,43436234292
5/7/20,9144.68704,1.67951E+11,48538811467
5/8/20,9959.166416,1.82928E+11,61712313965
5/9/20,9821.811315,1.80422E+11,50955646313
5/10/20,9566.777187,1.75753E+11,46706541180
5/11/20,8752.617088,1.60815E+11,61704475185
5/12/20,8604.751591,1.58114E+11,57996080837
5/13/20,8788.466749,1.61474E+11,39515455756
5/14/20,9283.086013,1.70593E+11,44239951917
5/15/20,9796.494527,1.79398E+11,52076585311
5/16/20,9309.295359,1.70984E+11,44866846516
5/17/20,9375.297108,1.72309E+11,34146492788
5/18/20,9666.327193,1.77224E+11,35650032954
5/19/20,9708.439859,1.78446E+11,38922896810
5/20/20,9760.198937,1.79128E+11,37077538115
5/21/20,9526.507593,1.75227E+11,34829170075
5/22/20,9059.962507,1.66569E+11,35965016694
5/23/20,9131.767275,1.6831E+11,27700943120
5/24/20,9170.361064,1.68615E+11,26159735072
5/25/20,8731.848526,1.61408E+11,29437505507
5/26/20,8883.69177,1.63334E+11,29130957734
5/27/20,8839.130663,1.62547E+11,26860828303
5/28/20,9174.118564,1.68616E+11,28916177010
5/29/20,9546.045635,1.75534E+11,31771100326
5/30/20,9427.120373,1.73355E+11,28880265575
5/31/20,9662.705873,1.77979E+11,30231487422
6/1/20,9466.961781,1.74106E+11,27396663221
6/2/20,10167.93069,1.86933E+11,33702539854
6/3/20,9515.243859,1.75463E+11,36841150779
6/4/20,9645.227869,1.77416E+11,25222025159
6/5/20,9776.202992,1.79831E+11,24903069188
6/6/20,9636.965527,1.77374E+11,23447982002
6/7/20,9662.858709,1.77902E+11,19374357195
6/8/20,9738.603357,1.79168E+11,23856639265
6/9/20,9773.029513,1.79811E+11,21154971285
6/10/20,9767.005317,1.7971E+11,22844271951
6/11/20,9874.898682,1.81705E+11,24398738300
6/12/20,9325.996856,1.71616E+11,31225155445
6/13/20,9469.533298,1.74267E+11,23601462338
6/14/20,9469.473456,1.74275E+11,19693461097
6/15/20,9345.960908,1.72116E+11,18836155989
6/16/20,9431.719262,1.73598E+11,29160908897
6/17/20,9524.926617,1.75075E+11,26391020757
6/18/20,9463.361414,1.74231E+11,23643218251
6/19/20,9399.767217,1.73034E+11,20601074386
6/20/20,9312.780104,1.71102E+11,23738525502
6/21/20,9360.247968,1.72323E+11,19774464253
6/22/20,9298.360829,1.71192E+11,18986237382
6/23/20,9678.683209,1.78129E+11,24768621257
6/24/20,9624.684292,1.77187E+11,17756804210
6/25/20,9288.061774,1.71028E+11,23183760292
6/26/20,9258.667161,1.70495E+11,23499175984
6/27/20,9166.48636,1.68807E+11,22429204011
6/28/20,9013.905565,1.66005E+11,21515626881
6/29/20,9139.903276,1.68334E+11,19665935217
6/30/20,9185.166541,1.69176E+11,19754459583
7/1/20,9149.721997,1.68559E+11,19741435780
7/2/20,9230.672999,1.70032E+11,20005031554
7/3/20,9094.318072,1.67605E+11,19379463385
7/4/20,9071.385043,1.67116E+11,17420495829
7/5/20,9132.90837,1.68259E+11,16643732673
7/6/20,9087.407313,1.6743E+11,17324463886
7/7/20,9342.376493,1.72136E+11,21987059042
7/8/20,9253.63098,1.7051E+11,18945747769
7/9/20,9432.172516,1.73809E+11,20708592426
7/10/20,9235.716302,1.70199E+11,19480413474
7/11/20,9282.913639,1.71105E+11,18224423468
7/12/20,9234.314675,1.70191E+11,16167064476
7/13/20,9297.479636,1.71364E+11,17173962880
7/14/20,9240.76252,1.70371E+11,18245667827
7/15/20,9247.060696,1.70452E+11,19147263017
7/16/20,9203.371435,1.69759E+11,16565948995
7/17/20,9136.483376,1.68497E+11,18760484380
7/18/20,9156.276583,1.6876E+11,16500659022
7/19/20,9168.402737,1.69032E+11,15638459043
7/20/20,9202.61584,1.69693E+11,16085385662
7/21/20,9163.159655,1.68937E+11,17080393205
7/22/20,9384.379752,1.73037E+11,20048075731
7/23/20,9514.304988,1.7537E+11,19702428931
7/24/20,9589.817719,1.76822E+11,26966148756
7/25/20,9535.938796,1.75866E+11,35810926085
7/26/20,9691.825139,1.78741E+11,36726067828
7/27/20,9925.751397,1.83065E+11,19713211085
7/28/20,10962.25848,2.02192E+11,34694788844
7/29/20,10904.91653,2.01144E+11,27637575180
7/30/20,11093.61224,2.0497E+11,23642111784
7/31/20,11116.30716,2.05201E+11,22265381996
8/1/20,11325.55153,2.08934E+11,22329797905
8/2/20,11812.09431,2.17741E+11,26198946496
8/3/20,11066.30624,2.04126E+11,27584591853
8/4/20,11230.90776,2.07219E+11,20583344057
8/5/20,11181.91751,2.06584E+11,20527193171
8/6/20,11719.26352,2.16249E+11,22359870185
8/7/20,11768.12774,2.17128E+11,21793317051
8/8/20,11571.48798,2.13579E+11,21624736673
8/9/20,11739.13101,2.16526E+11,17286825185
8/10/20,11682.85147,2.15622E+11,17051550191
8/11/20,11862.93801,2.1892E+11,24145919191
8/12/20,11398.67106,2.10826E+11,24448699831
8/13/20,11579.86795,2.13771E+11,22803776235
8/14/20,11817.16404,2.17185E+11,24755770184
8/15/20,11777.39132,2.16917E+11,21650925952
8/16/20,11864.90581,2.1905E+11,21285690553
8/17/20,11901.77649,2.19751E+11,19209711614
8/18/20,12272.46581,2.26536E+11,25481896191
8/19/20,11949.61097,2.2098E+11,24825715159
8/20/20,11733.27897,2.1666E+11,23384200656
8/21/20,11861.83658,2.19045E+11,20353349055
8/22/20,11515.1243,2.12897E+11,23406354443
8/23/20,11676.38531,2.15642E+11,19572783954
8/24/20,11647.92812,2.15347E+11,18467219109
8/25/20,11758.82812,2.17411E+11,20061559392
8/26/20,11350.75347,2.09659E+11,23423332919
8/27/20,11465.00256,2.11779E+11,20869928786
8/28/20,11300.39836,2.08748E+11,21595917446
8/29/20,11519.11839,2.128E+11,19271253871
8/30/20,11481.48182,2.12115E+11,18415439614
8/31/20,11701.00401,2.1618E+11,19909556667
9/1/20,11672.3241,2.15922E+11,21077276618
9/2/20,11895.22535,2.21316E+11,25232603062
9/3/20,11418.25476,2.10746E+11,26038738389
9/4/20,10197.45982,1.88438E+11,49411126241
9/5/20,10484.47039,1.9404E+11,27623487077
9/6/20,10177.78972,1.88092E+11,56430042199
9/7/20,10260.01773,1.89621E+11,28801019507
9/8/20,10359.44522,1.91502E+11,26560146962
9/9/20,10125.01496,1.86825E+11,47780699209
9/10/20,10230.1547,1.88758E+11,21357083446
9/11/20,10342.15939,1.91181E+11,77545788531
9/12/20,10378.22304,1.92112E+11,20796810116
9/13/20,10439.38467,1.92998E+11,19955498078
9/14/20,10328.86607,1.90923E+11,21057424433
9/15/20,10661.09624,1.9701E+11,23526143436
9/16/20,10787.58021,1.99044E+11,23802088944
9/17/20,10952.24997,2.02524E+11,24459086809
9/18/20,10937.9964,2.02358E+11,23547167125
9/19/20,10927.15031,2.02091E+11,20681771888
9/20/20,11083.99836,2.04994E+11,18334274060
9/21/20,10923.32667,2.02033E+11,20161733907
9/22/20,10439.52249,1.93678E+11,23757059692
9/23/20,10527.58785,1.94731E+11,19866578109
9/24/20,10223.78411,1.89121E+11,19981974722
9/25/20,10726.53008,1.98514E+11,21348447554
9/26/20,10681.99385,1.97617E+11,19119761059
9/27/20,10743.19288,1.98687E+11,16886146730
9/28/20,10765.30052,1.99236E+11,17639951628
9/29/20,10672.02854,1.9772E+11,19869963340
9/30/20,10837.51659,2.00533E+11,18308943801
10/1/20,10770.88135,1.9931E+11,18558607663
10/2/20,10627.97606,1.96617E+11,20889752500
10/3/20,10572.67484,1.9566E+11,21258724984
10/4/20,10546.65626,1.95188E+11,16039831145
10/5/20,10670.70081,1.97495E+11,16029160488
10/6/20,10784.9494,1.9953E+11,17853484006
10/7/20,10605.95779,1.96314E+11,19419734685
10/8/20,10668.01101,1.97576E+11,17222472600
10/9/20,10888.66655,2.01519E+11,19767968267
10/10/20,11063.25239,2.04809E+11,19254933802
10/11/20,11286.54194,2.09269E+11,19496631246
10/12/20,11377.81488,2.10799E+11,16270141990
10/13/20,11543.18376,2.13726E+11,20957733314
10/14/20,11426.10554,2.11576E+11,19556025069
10/15/20,11435.57244,2.11756E+11,20441486195
10/16/20,11495.585,2.12878E+11,20511481707
10/17/20,11319.09779,2.09993E+11,20436703034
10/18/20,11365.81413,2.10422E+11,15650920221
10/19/20,11495.89998,2.12752E+11,15569792414
10/20/20,11752.14686,2.17391E+11,18121468516
10/21/20,11908.70892,2.20405E+11,21431994056
10/22/20,12806.43573,2.36717E+11,29314287990
10/23/20,12951.04406,2.40258E+11,25070864647
10/24/20,12928.0723,2.39591E+11,21379873278
10/25/20,13106.04602,2.42785E+11,19302801175
10/26/20,13021.41084,2.41327E+11,18998745579
10/27/20,13060.79221,2.42141E+11,21507619986
10/28/20,13655.18542,2.53005E+11,23918511528
10/29/20,13282.99935,2.45662E+11,26825856788
10/30/20,13441.8785,2.49545E+11,22860841954
10/31/20,13537.17427,2.50845E+11,23482756915
11/1/20,13778.63764,2.55329E+11,22691200479
11/2/20,13720.36147,2.5426E+11,19771957708
11/3/20,13558.3618,2.51266E+11,22630851230
11/4/20,13989.97636,2.59277E+11,22602862338
11/5/20,14101.71605,2.61104E+11,25857225138
11/6/20,15553.3317,2.88118E+11,36313255719
11/7/20,15548.31215,2.88563E+11,34523587705
11/8/20,14818.45891,2.74688E+11,30369855795
11/9/20,15496.31615,2.87116E+11,24082570972
11/10/20,15335.3422,2.84292E+11,29501754043
